id,source,date,feedback_text,cleaned_text,processed_text,lemmatized_tokens,rating,sentiment_label,token_count,word_count,feedback_length
3bdab8e7-bf95-455b-a9a5-bf3871105f7a,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was confusing and lacked a coherent plot.,the movie was confusing and lacked a coherent plot,movie confusing lacked coherent plot,movie confusing lacked coherent plot,1,negative,5,9,51
e6b2f078-e810-426b-afe6-154b144b25f5,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was uncomfortable and lacked adequate seating.,the venue was uncomfortable and lacked adequate seating,venue uncomfortable lacked adequate seating,venue uncomfortable lacked adequate seating,1,negative,5,8,56
bca69535-5887-4141-8951-b6fc3146e499,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a complete waste of time and money.  Avoid it.,this event was a complete waste of time and money avoid it,event complete waste time money avoid,event complete waste time money avoid,1,negative,6,12,61
59f5feda-8423-4c5a-80c7-8e6dc8965760,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was predictable and lacked any originality.,the movie was predictable and lacked any originality,movie predictable lacked originality,movie predictable lacked originality,1,negative,4,8,53
243888e8-f2af-41e0-a5a0-a09593896cfd,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was difficult to access and lacked proper parking.,the venue was difficult to access and lacked proper parking,venue difficult access lacked proper parking,venue difficult access lacked proper parking,1,negative,6,10,60
661892a9-e9e0-474a-92e6-9e836ab18030,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a disaster.  The performers were unprofessional.,this event was a disaster the performers were unprofessional,event disaster performer unprofessional,event disaster performer unprofessional,1,negative,4,9,63
a3b91698-aad7-41da-be18-983ad130d20a,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was terrible.  I regret watching it.,the movie was terrible i regret watching it,movie terrible regret watching,movie terrible regret watching,1,negative,4,8,46
f62a29da-7586-4767-9d3a-7b401bc1e18a,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was run-down and in desperate need of repair.,the venue was rundown and in desperate need of repair,venue rundown desperate need repair,venue rundown desperate need repair,1,negative,5,10,55
9b0d3adb-69ea-4c6b-8590-039b94c02381,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a complete letdown.  I'm so disappointed.,this event was a complete letdown im so disappointed,event complete letdown disappointed,event complete letdown disappointed,1,negative,4,9,56
fc843cf5-b656-4a38-83aa-c4b1356bf496,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,"The movie was boring, predictable, and had terrible dialogue.",the movie was boring predictable and had terrible dialogue,movie boring predictable terrible dialogue,movie boring predictable terrible dialogue,1,negative,5,9,61
cdd36a7c-2f22-4563-bc2d-98627c6dafab,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was overcrowded and chaotic.  It was a nightmare.,the venue was overcrowded and chaotic it was a nightmare,venue overcrowded chaotic nightmare,venue overcrowded chaotic nightmare,1,negative,4,10,59
795b3522-a2ab-4a2c-b4bf-651bb4b82242,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was poorly managed and lacked any customer service.,this event was poorly managed and lacked any customer service,event poorly managed lacked customer service,event poorly managed lacked customer service,1,negative,6,10,62
1e544672-f08c-4692-ac73-a592019e6eb1,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was a complete mess.  I couldn't follow the plot.,the movie was a complete mess i couldnt follow the plot,movie complete mess couldnt follow plot,movie complete mess couldnt follow plot,1,negative,6,11,59
119a52bb-03b6-4e50-96e2-e7fdc20221a8,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was uncomfortable and the temperature was unbearable.,the venue was uncomfortable and the temperature was unbearable,venue uncomfortable temperature unbearable,venue uncomfortable temperature unbearable,1,negative,4,9,63
92ec0762-05c5-45ee-a05c-5bd5ba4871f7,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a waste of time and money.  I'm so angry.,this event was a waste of time and money im so angry,event waste time money angry,event waste time money angry,1,negative,5,12,56
44b5a265-f886-48f8-ad8d-492be7785145,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,"The movie was so bad, I walked out halfway through.",the movie was so bad i walked out halfway through,movie bad walked halfway,movie bad walked halfway,1,negative,4,10,51
fe5e4eba-0f0c-4caf-8d5e-8a546b5bc1f3,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was poorly lit and difficult to navigate.,the venue was poorly lit and difficult to navigate,venue poorly lit difficult navigate,venue poorly lit difficult navigate,1,negative,5,9,51
db964623-db5c-4258-9077-b3bb42294f27,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a complete failure.  I'm so frustrated.,this event was a complete failure im so frustrated,event complete failure frustrated,event complete failure frustrated,1,negative,4,9,54
d22a4b0a-524a-4d03-833b-d5a8a234317d,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was unoriginal and lacked any creativity.,the movie was unoriginal and lacked any creativity,movie unoriginal lacked creativity,movie unoriginal lacked creativity,1,negative,4,8,51
7ce31224-13d3-4b7b-8273-1c18747583af,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was dirty and lacked basic hygiene standards.,the venue was dirty and lacked basic hygiene standards,venue dirty lacked basic hygiene standard,venue dirty lacked basic hygiene standard,1,negative,6,9,55
aa873c26-09df-4bf4-8429-ce214b686b85,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a total disappointment.  I'm so upset.,this event was a total disappointment im so upset,event total disappointment upset,event total disappointment upset,1,negative,4,9,53
2763d17d-430b-4705-94fa-2cc94127a1be,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was a complete waste of time.  Don't bother watching it.,the movie was a complete waste of time dont bother watching it,movie complete waste time dont bother watching,movie complete waste time dont bother watching,1,negative,7,12,66
5d6aba26-394f-4a54-94cb-bc7a62783b7f,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was expensive and didn't offer anything special.,the venue was expensive and didnt offer anything special,venue expensive didnt offer anything special,venue expensive didnt offer anything special,1,negative,6,9,58
cb6f130e-3ce2-44fc-9045-969b3183b66e,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was poorly organized and chaotic.  It was a mess.,this event was poorly organized and chaotic it was a mess,event poorly organized chaotic mess,event poorly organized chaotic mess,1,negative,5,11,60
0e5a3661-a649-4121-a610-e2ed5813d72e,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was boring and had no redeeming qualities.,the movie was boring and had no redeeming qualities,movie boring redeeming quality,movie boring redeeming quality,1,negative,4,9,52
ffd511c2-e3ce-46a1-8655-55f6b0d465be,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was inaccessible to those with disabilities.,the venue was inaccessible to those with disabilities,venue inaccessible disability,venue inaccessible disability,1,negative,3,8,54
072210c1-edc4-4847-b203-dc6128d74a9c,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a complete rip-off.  I'm demanding a refund.,this event was a complete ripoff im demanding a refund,event complete ripoff demanding refund,event complete ripoff demanding refund,1,negative,5,10,59
5e327fd0-f98a-4ac0-834b-aa3d553b7c59,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was slow-paced and lacked any excitement.,the movie was slowpaced and lacked any excitement,movie slowpaced lacked excitement,movie slowpaced lacked excitement,1,negative,4,8,51
55fb3417-d2bb-4734-8636-ed874630a1a5,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was uncomfortable and lacked proper ventilation.,the venue was uncomfortable and lacked proper ventilation,venue uncomfortable lacked proper ventilation,venue uncomfortable lacked proper ventilation,1,negative,5,8,58
08f5ef0d-a1d8-48c5-98fa-85052e7c98e5,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a total disaster.  I'm so disappointed.,this event was a total disaster im so disappointed,event total disaster disappointed,event total disaster disappointed,1,negative,4,9,54
5788c94d-cef5-4b64-a8f4-f41b484bce0b,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was confusing and poorly edited.,the movie was confusing and poorly edited,movie confusing poorly edited,movie confusing poorly edited,1,negative,4,7,42
eb163eb4-d800-4c5d-ace9-00ca9590426c,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,"The venue was noisy and disruptive, ruining the event.",the venue was noisy and disruptive ruining the event,venue noisy disruptive ruining event,venue noisy disruptive ruining event,1,negative,5,9,54
eb1bfac5-253d-44af-aca6-00e1f83a709a,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a complete waste of my time and money.,this event was a complete waste of my time and money,event complete waste time money,event complete waste time money,1,negative,5,11,53
b0c7282d-820c-4870-afe1-5d5d9ec83927,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was predictable and lacked any suspense.,the movie was predictable and lacked any suspense,movie predictable lacked suspense,movie predictable lacked suspense,1,negative,4,8,50
da1c00b5-a13c-4908-a19c-73b621e3b1d9,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was poorly maintained and in need of renovation.,the venue was poorly maintained and in need of renovation,venue poorly maintained need renovation,venue poorly maintained need renovation,1,negative,5,10,58
04d38ec1-0a4e-4242-9ce0-63ca90250ecc,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a total letdown.  I'm so angry.,this event was a total letdown im so angry,event total letdown angry,event total letdown angry,1,negative,4,9,46
cae39188-d8b5-4ba1-b22d-d24bae4bb7aa,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was boring and had terrible special effects.,the movie was boring and had terrible special effects,movie boring terrible special effect,movie boring terrible special effect,1,negative,5,9,54
be45b19d-6e2b-449f-88e8-af6b32566eb3,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was difficult to find and poorly advertised.,the venue was difficult to find and poorly advertised,venue difficult find poorly advertised,venue difficult find poorly advertised,1,negative,5,9,54
225bd0b3-a30e-4a3d-ab29-04103cf4e9a5,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a complete failure.  I regret going.,this event was a complete failure i regret going,event complete failure regret going,event complete failure regret going,1,negative,5,9,51
dcb6fa51-963f-460d-9e26-e37051e950d3,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was uninspired and lacked any originality.,the movie was uninspired and lacked any originality,movie uninspired lacked originality,movie uninspired lacked originality,1,negative,4,8,52
ba9c9b3d-afd9-44eb-bc85-bd50bc96111a,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was uncomfortable and lacked basic amenities.,the venue was uncomfortable and lacked basic amenities,venue uncomfortable lacked basic amenity,venue uncomfortable lacked basic amenity,1,negative,5,8,55
fd2b9854-928b-4484-a70a-733e73d5d84a,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a complete disappointment.  I'm so frustrated.,this event was a complete disappointment im so frustrated,event complete disappointment frustrated,event complete disappointment frustrated,1,negative,4,9,61
d51ae7aa-9ac3-4926-9ffc-3974b20ce03e,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was a complete waste of my time and money.,the movie was a complete waste of my time and money,movie complete waste time money,movie complete waste time money,1,negative,5,11,52
9dd880c0-a8c4-4abc-9bec-ec90400308a9,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was overpriced and understaffed.  It was a disaster.,the venue was overpriced and understaffed it was a disaster,venue overpriced understaffed disaster,venue overpriced understaffed disaster,1,negative,4,10,62
1a3998e4-218e-45fb-8f54-bc6ac46bd31d,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was poorly organized and lacked any entertainment value.,this event was poorly organized and lacked any entertainment value,event poorly organized lacked entertainment value,event poorly organized lacked entertainment value,1,negative,6,10,67
5ab937bb-e5fd-4b77-b48d-b3a33292cc2c,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was boring and had terrible acting.,the movie was boring and had terrible acting,movie boring terrible acting,movie boring terrible acting,1,negative,4,8,45
a7239ebc-0336-4856-b106-3a32496a5d33,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was dirty and smelled bad.,the venue was dirty and smelled bad,venue dirty smelled bad,venue dirty smelled bad,1,negative,4,7,36
f5b2d376-b024-4358-a96a-2c29c63b2fa1,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a complete letdown.  I'm so upset.,this event was a complete letdown im so upset,event complete letdown upset,event complete letdown upset,1,negative,4,9,49
e6986dea-c90f-41dc-ae12-689a6c12c54d,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was confusing and difficult to follow.,the movie was confusing and difficult to follow,movie confusing difficult follow,movie confusing difficult follow,1,negative,4,8,48
e59a0bab-19c8-44b9-9200-8ee33d56f7ee,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was inaccessible and difficult to navigate.,the venue was inaccessible and difficult to navigate,venue inaccessible difficult navigate,venue inaccessible difficult navigate,1,negative,4,8,53
85397d8e-5c09-4283-b7e2-8cbba67e8860,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a total waste of my time.,this event was a total waste of my time,event total waste time,event total waste time,1,negative,4,9,40
