id,processed_text,sentiment_label,rating
26206f90-2c04-4e82-b5de-3eafb0b80397,product cheaply made broke easily angry,negative,1
b2664193-48ca-4b79-a93c-547485cc2299,product total waste money regret buying,negative,1
a2d2e0f8-1189-4ad1-bb57-26dc035d3805,product faulty extremely unhappy,negative,1
792d897d-2c81-4721-8d6d-0e9291252f13,product useless doesnt supposed,negative,1
16ba874f-c795-41c7-b338-a39c192231c2,product cheaply made doesnt last avoid,negative,1
71646474-5320-4ff2-aacb-77731845ca6d,product scam demand refund,negative,1
ca42674c-3e69-473e-b631-b4246d8f1f65,product broken disappointed,negative,1
eba33733-21ed-4438-99ab-cc586915dc5a,product waste money dont buy,negative,1
c8bc7eef-1b2f-4193-8047-c1d32b0af191,product defective doesnt function properly,negative,1
45d6b151-18fd-4b17-8d97-679d9b3013be,product stopped working one use unbelievable,negative,1
edc239f0-5313-49f2-8a9a-8d795d4519c9,product junk cheaply made doesnt work,negative,1
a42bf994-c801-492c-8918-b95d33cefa3a,product complete waste time dont bother,negative,1
e349b6ef-4b77-46c9-bb9d-f858b54196c3,product useless regret buying,negative,1
a75b809b-9a0e-445a-95cf-78a1e444c036,product terrible quality unhappy,negative,1
9ed78d7d-b1eb-471e-b0df-a2041d4117c4,product faulty demanding refund,negative,1
fc5926da-3000-467d-b975-2b53af7d860a,product complete ripoff price outrageous,negative,1
756758c4-e58b-4f8b-b64f-9b62c9a900ce,product waste hardearned money,negative,1
4b9567d5-e704-46b2-8de4-7a870fde80ca,venue overpriced understaffed disaster,negative,1
d60e9195-7b6c-4f2c-a830-7461dd7f37d3,product cheaply made fall apart easily,negative,1
3656ca42-9c62-4615-9087-03289df0dd55,event complete letdown upset,negative,1
b9d9415e-cac0-47ec-9769-2c7d3545ebb0,product defective requesting replacement,negative,1
eef41c79-7647-45e9-a805-54bfee77f556,product disappointment expected better,negative,1
b70836da-b011-47f5-bce5-a37078d75bde,event complete disappointment angry,negative,1
9d31abc8-b57c-4dcf-8415-22f60ea809b4,product poorly designed difficult use,negative,1
667e7280-0c8e-4279-9d63-9a5fd4477903,event complete failure frustrated,negative,1
e6a24e35-fd3c-475d-805c-77a50682f68f,product waste time money,negative,1
51f1ea00-c1aa-4186-906d-0a7b53df311d,product okay nothing special job guess,neutral,3
cb1248fb-5324-422a-81e7-4cf35aec4bc6,movie alright wasnt amazing wasnt terrible either,neutral,3
073bf139-f891-4e22-8615-48c6322cd265,event decent could better organized fine,neutral,3
abfa394a-2f9a-4e77-9326-aaef22556935,venue average nothing write home served purpose,neutral,3
6f9775d1-f3f0-49f3-a8c9-b5562c485207,pretty standard product bad great,neutral,3
19fbd00c-f916-4796-975b-a0ecfa6ff694,movie watchable ive seen better ive seen worse,neutral,3
182090ac-7480-4c95-b306-ee77e04a6322,event acceptable nothing particularly memorable,neutral,3
ad43526b-b0c2-4a15-8917-c6c50454afa1,venue adequate wasnt luxurious functional,neutral,3
448da361-ae82-4ad8-a239-a83e925bb08c,pretty runofthemill product met expectation suppose,neutral,3
6a781a8d-971c-4d17-a859-e57bc9a9f22e,movie passable wouldnt rush see,neutral,3
d370706a-4682-4eab-a60a-18aa6515f331,event okay nothing get excited,neutral,3
46f96508-54af-4293-aaa6-610b4e4b3856,venue satisfactory job nothing,neutral,3
62108b98-c194-440d-8022-ab0d0450c617,product functional worked intended wasnt impressive,neutral,3
c1981adc-d90c-47a5-8797-1e0ff852fa34,movie okay ive seen better film,neutral,3
974b0daa-b105-4b4b-8f02-fdd8f4aa45f3,event pretty standard nothing special fine,neutral,3
b6a273a4-05f2-404e-b583-10a0dd36e5a6,venue convenient easy get nice,neutral,3
da077bf8-9cab-4203-b7fc-9967c44c4f3c,product simple effective needed,neutral,3
b4587804-10ca-40d3-8ecf-1c42e4e34813,movie mildly entertaining masterpiece disaster,neutral,3
787d2fa9-1d39-4ead-a476-e8e4292489c8,event alright wasnt bad wasnt great either,neutral,3
b21ad214-4806-46ce-b9bb-38982341954f,venue clean tidy thats say,neutral,3
63fd2445-9112-4c3a-9e2c-6275b3a74c95,product expected surprise good bad,neutral,3
175376ce-e02b-4243-8fa5-9576336c0474,movie decent time killer nothing remarkable passed time,neutral,3
e7b73d20-6aef-4e0e-8eab-5f7116184d6e,event reasonably priced plus,neutral,3
f60fd101-42d9-4267-98bb-b95de09508b6,venue spacious enough complaint,neutral,3
3ff4ffb0-d1d4-498b-a9db-b925db7c71bf,product worked fine issue complaint,neutral,3
33948011-d933-475c-b652-fdc6f5e6ee07,movie average film nothing particularly memorable,neutral,3
87bdb484-3e47-41ab-aed9-362060a9f815,event wellattended thats good sign guess,neutral,3
e661db37-b9ae-4ac4-994e-dce1b1861ca6,venue good acoustic positive,neutral,3
af9523e9-9aab-49e9-bce5-d14bd64cb047,product pretty basic functional lack feature,neutral,3
998ca3a6-4982-4ca6-a1bd-efe574541d77,movie bit slow wasnt terrible,neutral,3
75adf3da-d224-4d94-86c3-92d7d3b594f7,event could used better signage,neutral,3
dfff4105-4d9f-444c-85ec-cbdf16765aac,venue easy find thats helpful,neutral,3
222e6131-28b6-4f7b-9873-6f5286725dc8,product bit pricey worked well,neutral,3
7051ec62-ee9b-469c-8f61-da16b8dcdd05,movie predictable enjoyable enough,neutral,3
8c0ecd8e-7667-4e3e-8c85-8d99cb981e43,event bit disorganized overall okay,neutral,3
39bf8a47-3de5-4ca9-93b7-33ff5efc1927,venue bit cramped manageable,neutral,3
9267d75f-0e74-4a6f-9920-19b5df259f99,product okay ive seen better,neutral,3
5628eb4e-4095-4ed4-b97e-ae7ad8e23b7a,movie bit long unbearable,neutral,3
187e9950-fa1f-4b51-87b0-31a27c06d96f,event decent nothing special,neutral,3
c8adadd0-ca63-4bc7-a7eb-472f421a6ce4,venue clean comfortable enough,neutral,3
02160e96-3ebb-404e-ad5b-079679971e96,product met basic need wasnt amazing worked,neutral,3
497b36ed-d1b0-4316-99f1-97f766f23a4d,movie soso movie nothing rave,neutral,3
af8eda39-92c3-449c-8a8e-3131760dd4fa,event pretty uneventful okay,neutral,3
8870ba1e-7f3a-4ff7-9165-a8bbd831f24b,venue conveniently located plus,neutral,3
fc8ef59a-a7ac-4176-8630-f33037dd02a2,product alright price bad value,neutral,3
bd7f3d33-a965-4923-8853-070c0534478f,movie bit cheesy entertaining,neutral,3
edf6ff70-5f0a-41cf-b3d3-f3645cc1bbe4,event wellorganized bit boring,neutral,3
525ae290-91f5-485f-aad1-bc3385772ff9,venue modern clean,neutral,3
caefda96-c25f-4901-adba-a5c2aa32b786,product simple use thats plus,neutral,3
a123235f-4af7-4a6e-a67d-885c0e49f554,movie okay casual viewing,neutral,3
5974b303-0c8f-4fef-a2fd-4ac4062353e4,event average wasnt bad wasnt great,neutral,3
9a91d2df-2f89-4eb7-a5d5-2463ddc2c60b,venue fairly priced complaint,neutral,3
714e1f31-9186-4c5c-97e5-eb1dbd1bcff9,product durable enough held well,neutral,3
d1209c8b-9652-4a41-b9f2-977871a95496,movie typical action film nothing groundbreaking,neutral,3
58501e5e-f011-43ce-98f6-fd3205d9885e,event bit crowded manageable,neutral,3
3f5a9e3b-283e-4d0f-92a8-11df48b9628b,venue adequate parking convenient,neutral,3
37f2c47c-d4aa-4654-b781-0ae95bdbc730,product easy assemble helpful,neutral,3
490c69e5-eca2-48b5-b94d-c7f919b2acbc,movie bit predictable still enjoyable,neutral,3
b8fcbdc2-8fb8-4fd6-b4d4-36e891d028a8,event wellpaced didnt drag,neutral,3
ad40fed0-dbd7-42e4-af87-9d4e59349705,venue accessible easy get,neutral,3
75ad0a83-4cb6-4ff9-a688-d4a8094fea0b,product decent value money,neutral,3
15a23608-301f-4ee6-a614-01ed3b920d3d,movie good way spend evening,neutral,3
9b14a190-a061-4f08-a937-208f43238962,event pleasant enough nice way spend afternoon,neutral,3
a5f07d2a-5b34-47b4-9d73-4a7253b8762c,venue clean wellmaintained,neutral,3
2ce4e91f-f931-4966-8f26-db9be9051118,product functional reliable job,neutral,3
1e76240f-e7cc-4ac9-9a2a-af8622ec2188,movie decent watch wouldnt say amazing fine,neutral,3
ab192a15-4bc2-4bb4-af44-8f1fe63b51fa,event okay could better,neutral,3
aaa3fe91-51bd-43f1-b43a-795abdd8d019,venue alright nothing special,neutral,3
7b10fb18-eaa5-4e17-9520-9e519ab096e1,product bit underwhelming worked,neutral,3
4ccf0199-ab32-4a12-a6bd-d0ae1224d00c,movie bit slowpaced story good,neutral,3
a8ed4ceb-7d65-482a-92dd-79558ba9fd82,event wellorganized bit pricey,neutral,3
4a3b5646-0f55-4ef2-b8f6-23928d3c81f9,venue bit far nice,neutral,3
846076c2-ccce-450c-a031-81ac7d81f7af,product bit complicated use worked well,neutral,3
af117dad-2819-4614-8857-ebbf8758ec38,movie okay guess wasnt bad wasnt great,neutral,3
4d4d864a-1e93-42eb-851d-55634b6b0cb1,event enjoyable bit short,neutral,3
3aaa5d62-7dda-43de-84c7-485909e70508,venue clean modern,neutral,3
c7158b86-4570-4d18-a602-3047514d6db6,product decent option met need,neutral,3
f1b65ca2-0fb0-4867-9228-48f3cc1e15fd,event bit crowded atmosphere good,neutral,3
c2f54f34-4645-497a-94b9-2609df26f467,venue easy find park,neutral,3
7cdbb4af-5668-46d8-be64-982fc01d6c68,product simple use effective,neutral,3
f2b9f9d1-787c-4ed9-94eb-66d1ab5a12a9,movie bit predictable entertaining nonetheless,neutral,3
71c467e1-0bcf-4c01-8078-60fe22d31037,event wellorganized ran smoothly,neutral,3
252be255-1db8-46e5-b9a8-c03f31d72b72,venue comfortable spacious,neutral,3
52bd329c-2b9b-4513-b81c-d921d02cc779,product good value money worth price,neutral,3
d07ba552-f582-4fe0-b2d0-9e1fc5ddd6f0,movie okay nothing special,neutral,3
12bce7fb-d816-4637-8d7e-dd471bc505a2,event bit underwhelming okay,neutral,3
cddc0d7c-2ecf-4ba3-bc92-53c214d03df0,product functional reliable,neutral,3
a7c8634e-5370-4e9c-9e2f-92d5db912f2b,movie decent watch wasnt amazing watchable,neutral,3
058e880e-2676-4446-bdc9-e571ce769e02,event okay bit overpriced,neutral,3
a35062c3-523a-41b7-adb8-bd02f2399e97,venue bit noisy otherwise okay,neutral,3
d7f76ff3-8088-4b84-aa64-a31718ddc446,product bit flimsy worked,neutral,3
948c64f8-1799-40c1-b962-b3b356ff0119,movie bit slow acting good,neutral,3
63121ed9-66b0-4142-b3f2-a1ada24c51de,venue conveniently located,neutral,3
5be3fd2a-a2f5-4906-b45b-ff5c573ade73,product simple effective tool,neutral,3
e8a4a903-b000-4a05-859d-69fbc8650be8,movie okay lazy sunday afternoon,neutral,3
9da8aa32-0daf-4f8d-83b3-e261192766b1,event average nothing write home,neutral,3
59978e81-b3e9-4590-982f-a2cee3ff285d,venue clean comfortable,neutral,3
dc4c4753-259b-4163-99dc-a8639775ede9,product decent purchase supposed,neutral,3
56561918-3d2d-4cf8-a57b-06851a8afd49,event wellattended bit crowded,neutral,3
e2fd21f0-8420-4f04-9fa0-aac6035e051a,venue accessible easy get,neutral,3
c921ccd3-c972-46d4-a73b-f59d88ae78f0,product good value price,neutral,3
544dd5ac-a206-4805-a7b6-fac8968a0639,movie decent way spend evening,neutral,3
6f4d54f5-9eaf-448f-965e-e14378bcff1b,event pleasant enough nice way spend time,neutral,3
4ab7cc37-635f-45d3-be22-1cd9c5a36706,movie decent watch wasnt amazing fine,neutral,3
d91062d1-8917-4681-983d-dd1da9d40d46,movie okay guess wasnt bad wasnt great,neutral,3
1c0f6d56-d8b4-4de5-ab51-d67442c18d5a,product decent option met need,neutral,3
6ebec4ff-2682-4348-a322-7cc3569a5318,movie average film nothing particularly memorable,neutral,3
26f83bbd-e08d-4e28-9a48-da72d068b8dc,product good value money worth price,neutral,3
8a753763-93b7-4f4d-8f1e-8c1017f34ed6,concert alright bit loud taste venue nice easy get,neutral,3
d82cbd6e-c027-4aee-8499-41ef703559df,pretty good movie ive seen better wasnt waste time acting decent,neutral,3
27ce8b10-1fcc-4c6e-bad8-10561409c516,product okay supposed nothing special might buy,neutral,3
9c4c2228-0efd-4427-83f1-81029a7592ba,pizza average crust bit thin topping fresh,neutral,3
2d937ddf-9b2c-474c-8f3c-80e8309ea77b,new event interesting learned thing could better organized,neutral,3
c9ff7fa9-14c7-42a5-8b17-34bd38190687,venue clean spacious parking bit hassle though overall decent experience,neutral,3
9b2cd2ae-bded-4277-9b8f-3f22a266cc1d,sure new phone camera good battery life terrible,neutral,3
a1d02b05-3fbd-4069-8930-29f427078cae,book bit slow start picked towards end worth read,neutral,3
7677c6e2-2474-4a6a-b4a2-23405e6bf79b,service restaurant prompt friendly food average,neutral,3
e88cabbc-a6e7-45ef-8ee3-6f48ea67ff77,coffee pretty strong bit strong liking flavor good,neutral,3
f358d4b5-e800-450f-bded-319364343d4c,game exciting even though team lost stadium packed,neutral,3
e852ba52-ee97-4713-9010-a7d9f52e8f1b,hotel comfortable enough short stay breakfast underwhelming,neutral,3
92bf9bdc-9310-4921-b96c-80ee434a3834,liked design laptop keyboard bit cramped functional,neutral,3
314eaa87-d318-4633-b0a0-76431a52f8b4,show entertaining special effect impressive plot predictable,neutral,3
126813b4-0972-4a21-be22-8fad001c840c,shampoo leaf hair feeling soft scent bit overpowering,neutral,3
689ed172-c9ed-4503-9cec-608cd199913a,concert bit long band great sound quality excellent,neutral,3
9b66545f-f48b-42ba-a2a9-7958ccef0f8c,food festival delicious diverse quite crowded though,neutral,3
d12d71d7-41b3-4eee-8286-e1d0450cea46,new software userfriendly efficient minor bug,neutral,3
c2342b98-3094-42e4-92a8-1d8da2b76365,museum fascinating spent hour could stayed longer,neutral,3
11681786-28f0-4deb-ba5e-e58b9843fa16,customer service helpful resolved issue quickly satisfied,neutral,3
7904fd97-76fd-4f36-b6e0-776cd31d58c0,movie predictable still enjoyable soundtrack amazing,neutral,3
61ec5a93-6640-4f11-9711-acacc68db9d7,product durable wellmade bit pricey though,neutral,3
5ebadbe2-0805-4d25-ba50-a23421706864,event wellorganized informative speaker engaging,neutral,3
57b2411e-9a7c-443a-a41d-5e7719ba11d3,venue modern accessible seating comfortable,neutral,3
fd81a943-2c19-4946-9058-1f8fdcfea640,chair comfortable supportive bit bulky,neutral,3
448f1fc0-2d95-4a78-8d75-e91d9e0879f4,restaurant nice atmosphere food good portion small,neutral,3
9b106855-13c2-4a08-82e3-e3bc3ddac845,play wellacted engaging costume elaborate,neutral,3
8fa05cb3-e7b5-48b4-85f9-253f7fcaaf73,car reliable fuelefficient bit boring drive,neutral,3
6b0a3bdc-3409-4eb9-81dc-2acfe385c51b,conference insightful productive networking opportunity great,neutral,3
db1b4365-1f55-424a-9eef-cff2a5b07d09,hotel room clean spacious view amazing,neutral,3
488ed22f-4360-41d4-9f52-076a51e56846,tablet lightweight portable battery life decent,neutral,3
431c43b1-83f3-468f-80ab-5e62c1fc950f,concert loud music good crowd energetic,neutral,3
d812bf76-fa79-43fc-87c2-2d99f1b0a1a5,movie bit slow ending satisfying acting superb,neutral,3
4b058ebb-9690-4e26-8be8-c53d3ea8323d,product easy use effective bit expensive,neutral,3
2b0883af-dc50-464b-b591-30cfb15cb37f,event wellattended successful organizer great job,neutral,3
5ce516d8-059a-43b0-b890-d9c2b39a3ea1,venue clean wellmaintained staff friendly helpful,neutral,3
3589f1ac-8b7e-478c-88e9-6da81117427f,bag stylish durable bit small,neutral,3
1fcaa435-5c9e-4e0a-ab40-dce79d93887a,restaurant busy service quick food delicious,neutral,3
d4887463-9699-447f-9b15-141f22e9f77b,play funny entertaining actor talented,neutral,3
faf6ea91-7f93-45f2-ab4a-05d8dc34464e,phone fast responsive camera excellent,neutral,3
9d1ed4c4-9007-4cd4-8fad-787dbb5cfec1,conference interesting informative location convenient,neutral,3
ffd87f37-a594-402c-a892-41e4eb5c8e8c,hotel comfortable convenient price reasonable,neutral,3
00cf2e10-1848-4587-b09a-86fc6be569f2,laptop powerful versatile battery life short,neutral,3
2ad9605c-7a4d-4b67-94fb-dc83a3057b40,concert amazing band incredible sound system could better,neutral,3
