id,source,date,feedback_text,rating,sentiment_label,review,model,sentiment
e7bececd-4be6-49fc-bb00-f97bc58131e6,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,"The venue was a dump.  Dirty, smelly, and the staff were unhelpful.",1,negative,"The venue was a dump.  Dirty, smelly, and the staff were unhelpful.",Gemini-1.5-Flash,negative
c3f68451-a794-443e-9ec4-d1a507f4b034,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,Such a disappointing event. The promised entertainment was nowhere to be seen.,1,negative,Such a disappointing event. The promised entertainment was nowhere to be seen.,Gemini-1.5-Flash,negative
cb8a9bf3-d18f-47c9-9468-32de092d8c8e,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,I fell asleep during this movie.  It was that bad.,1,negative,I fell asleep during this movie.  It was that bad.,Gemini-1.5-Flash,negative
efae5545-f2a2-4e0b-9204-127877141c1f,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was overcrowded and uncomfortable.  I couldn't even enjoy the event.,1,negative,The venue was overcrowded and uncomfortable.  I couldn't even enjoy the event.,Gemini-1.5-Flash,negative
7e486bd6-bb06-4c68-9dc0-928880541667,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a chaotic mess.  Things weren't organized and the staff were clueless.,1,negative,This event was a chaotic mess.  Things weren't organized and the staff were clueless.,Gemini-1.5-Flash,negative
1c99ac8d-ef52-4a7d-bf08-fb6d4ab77d3e,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was so slow and boring.  I almost walked out.,1,negative,The movie was so slow and boring.  I almost walked out.,Gemini-1.5-Flash,negative
0ea2c42f-710d-4206-8856-4f1eff8a64f9,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,"The venue was so small and cramped, it was unbearable.  I couldn't breathe.",1,negative,"The venue was so small and cramped, it was unbearable.  I couldn't breathe.",Gemini-1.5-Flash,negative
61f37916-7332-4938-a467-9a562ed05044,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a complete rip-off.  I'm furious.,1,negative,This event was a complete rip-off.  I'm furious.,Gemini-1.5-Flash,negative
7bf916eb-ed19-482b-93af-642665798ac5,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was predictable and cliché.  I've seen better.,1,negative,The movie was predictable and cliché.  I've seen better.,Gemini-1.5-Flash,negative
99580eed-82ec-46e3-8dc1-faba1706087b,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was poorly maintained and unclean.  I'm disgusted.,1,negative,The venue was poorly maintained and unclean.  I'm disgusted.,Gemini-1.5-Flash,negative
2ee78e13-890a-4bb8-955d-063d016d86aa,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was disorganized and lacked any real entertainment value.,1,negative,This event was disorganized and lacked any real entertainment value.,Gemini-1.5-Flash,negative
a2b8dacc-3ff5-4359-8fca-05ad2a3315cd,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was just awful.  I don't even know where to begin.,1,negative,The movie was just awful.  I don't even know where to begin.,Gemini-1.5-Flash,negative
86c4479e-b941-46f8-8a8c-86056e068935,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was noisy and distracting.  I couldn't focus on the event.,1,negative,The venue was noisy and distracting.  I couldn't focus on the event.,Gemini-1.5-Flash,negative
f433181c-2193-4d46-a23e-565b4588194e,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a complete failure.  I regret attending.,1,negative,This event was a complete failure.  I regret attending.,Gemini-1.5-Flash,negative
a7d37b28-7343-47ae-bd04-16ba5fad1c41,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was confusing and poorly written.  I was lost the entire time.,1,negative,The movie was confusing and poorly written.  I was lost the entire time.,Gemini-1.5-Flash,negative
23718661-dedd-4cf2-abd6-bdc51c552eec,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was far too expensive for what it offered.  I felt cheated.,1,negative,The venue was far too expensive for what it offered.  I felt cheated.,Gemini-1.5-Flash,negative
199867cd-e53f-43c2-be0e-8a55f21808e1,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was poorly executed and lacked any creativity.,1,negative,This event was poorly executed and lacked any creativity.,Gemini-1.5-Flash,negative
5f3c7c68-ebd1-4cdc-a5cd-975593295e67,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was a complete waste of time and money.  Don't bother.,1,negative,The movie was a complete waste of time and money.  Don't bother.,Gemini-1.5-Flash,negative
f7ed56ec-c354-462f-9176-d1b3a878554f,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was uncomfortable and lacked basic amenities.  I was miserable.,1,negative,The venue was uncomfortable and lacked basic amenities.  I was miserable.,Gemini-1.5-Flash,negative
beee1c4c-7d48-407e-8054-d1e2f837c99c,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was underwhelming and disappointing.  I expected so much more.,1,negative,This event was underwhelming and disappointing.  I expected so much more.,Gemini-1.5-Flash,negative
2c0af5a6-a5c7-458f-af43-05f6a8250290,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was boring and lacked any substance.  I'm so disappointed.,1,negative,The movie was boring and lacked any substance.  I'm so disappointed.,Gemini-1.5-Flash,negative
5ab24af5-e801-40db-8791-c4e13908aeb2,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was dirty and smelled awful.  I couldn't even stay for the whole event.,1,negative,The venue was dirty and smelled awful.  I couldn't even stay for the whole event.,Gemini-1.5-Flash,negative
a0bf5ac0-4073-4a3c-bd6f-2b15ec0f2c95,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was poorly managed and lacked any sense of professionalism.,1,negative,This event was poorly managed and lacked any sense of professionalism.,Gemini-1.5-Flash,negative
afb8e684-9966-412b-8944-364c58e05478,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was a mess.  The plot was all over the place.,1,negative,The movie was a mess.  The plot was all over the place.,Gemini-1.5-Flash,negative
ad2a4801-1fe7-44d6-adea-18a89586e065,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was difficult to get to and poorly signposted.  I almost missed the event.,1,negative,The venue was difficult to get to and poorly signposted.  I almost missed the event.,Gemini-1.5-Flash,negative
f232954a-b356-48ce-9fc0-7a19d420260b,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a huge letdown.  I'm so angry.,1,negative,This event was a huge letdown.  I'm so angry.,Gemini-1.5-Flash,negative
fb669215-5ea9-4a36-b222-ffdd8ebe53a6,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,"The movie was so predictable, it was insulting.  I'm so mad.",1,negative,"The movie was so predictable, it was insulting.  I'm so mad.",Gemini-1.5-Flash,negative
b21814f2-90d5-4f10-95c1-6da0e1c49e40,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was overpriced and understaffed.  It was chaos.,1,negative,The venue was overpriced and understaffed.  It was chaos.,Gemini-1.5-Flash,negative
0bc53a38-4809-4dd6-883e-42ee0c6a1e90,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a complete waste of my evening.  I'm so frustrated.,1,negative,This event was a complete waste of my evening.  I'm so frustrated.,Gemini-1.5-Flash,negative
266a555e-737a-4b17-afa5-107c2c1a8db4,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was just plain bad.  I can't believe I paid to see it.,1,negative,The movie was just plain bad.  I can't believe I paid to see it.,Gemini-1.5-Flash,negative
cfdf2dbc-c5cf-483d-b24b-d41ddaa7348a,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,"The venue was cramped and uncomfortable, making the event unpleasant.",1,negative,"The venue was cramped and uncomfortable, making the event unpleasant.",Gemini-1.5-Flash,negative
86da69d7-b26e-4e0e-a672-696cf68a901f,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was poorly advertised and didn't live up to the hype.,1,negative,This event was poorly advertised and didn't live up to the hype.,Gemini-1.5-Flash,negative
d8a4ccd8-4402-4bc1-83ab-f902c3ec4326,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was a complete disappointment.  I'm so upset.,1,negative,The movie was a complete disappointment.  I'm so upset.,Gemini-1.5-Flash,negative
a6a15139-7b0f-48f0-94bd-c349d04d7530,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,"The venue was a fire hazard.  Seriously, it was dangerous.",1,negative,"The venue was a fire hazard.  Seriously, it was dangerous.",Gemini-1.5-Flash,negative
715a762e-d22f-4c56-97b3-c31a4b62f582,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a total disaster.  I'll never go back.,1,negative,This event was a total disaster.  I'll never go back.,Gemini-1.5-Flash,negative
4c625240-bb94-4567-87e5-1ed4ed5a6250,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,"The movie was slow, boring, and had terrible acting.",1,negative,"The movie was slow, boring, and had terrible acting.",Gemini-1.5-Flash,negative
3eed832f-f1ee-487d-9870-f8c0ca1f7f09,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,"The venue was small, dirty, and the sound was terrible.",1,negative,"The venue was small, dirty, and the sound was terrible.",Gemini-1.5-Flash,negative
19eafe9c-d366-4504-a53d-ea324860aaa6,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was poorly organized and lacked any clear direction.,1,negative,This event was poorly organized and lacked any clear direction.,Gemini-1.5-Flash,negative
3bdab8e7-bf95-455b-a9a5-bf3871105f7a,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was confusing and lacked a coherent plot.,1,negative,The movie was confusing and lacked a coherent plot.,Gemini-1.5-Flash,negative
e6b2f078-e810-426b-afe6-154b144b25f5,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was uncomfortable and lacked adequate seating.,1,negative,The venue was uncomfortable and lacked adequate seating.,Gemini-1.5-Flash,negative
bca69535-5887-4141-8951-b6fc3146e499,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a complete waste of time and money.  Avoid it.,1,negative,This event was a complete waste of time and money.  Avoid it.,Gemini-1.5-Flash,negative
59f5feda-8423-4c5a-80c7-8e6dc8965760,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was predictable and lacked any originality.,1,negative,The movie was predictable and lacked any originality.,Gemini-1.5-Flash,negative
243888e8-f2af-41e0-a5a0-a09593896cfd,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was difficult to access and lacked proper parking.,1,negative,The venue was difficult to access and lacked proper parking.,Gemini-1.5-Flash,negative
661892a9-e9e0-474a-92e6-9e836ab18030,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a disaster.  The performers were unprofessional.,1,negative,This event was a disaster.  The performers were unprofessional.,Gemini-1.5-Flash,negative
a3b91698-aad7-41da-be18-983ad130d20a,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was terrible.  I regret watching it.,1,negative,The movie was terrible.  I regret watching it.,Gemini-1.5-Flash,negative
f62a29da-7586-4767-9d3a-7b401bc1e18a,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was run-down and in desperate need of repair.,1,negative,The venue was run-down and in desperate need of repair.,Gemini-1.5-Flash,negative
9b0d3adb-69ea-4c6b-8590-039b94c02381,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a complete letdown.  I'm so disappointed.,1,negative,This event was a complete letdown.  I'm so disappointed.,Gemini-1.5-Flash,negative
fc843cf5-b656-4a38-83aa-c4b1356bf496,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,"The movie was boring, predictable, and had terrible dialogue.",1,negative,"The movie was boring, predictable, and had terrible dialogue.",Gemini-1.5-Flash,negative
cdd36a7c-2f22-4563-bc2d-98627c6dafab,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was overcrowded and chaotic.  It was a nightmare.,1,negative,The venue was overcrowded and chaotic.  It was a nightmare.,Gemini-1.5-Flash,negative
795b3522-a2ab-4a2c-b4bf-651bb4b82242,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was poorly managed and lacked any customer service.,1,negative,This event was poorly managed and lacked any customer service.,Gemini-1.5-Flash,negative
1e544672-f08c-4692-ac73-a592019e6eb1,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was a complete mess.  I couldn't follow the plot.,1,negative,The movie was a complete mess.  I couldn't follow the plot.,Gemini-1.5-Flash,negative
119a52bb-03b6-4e50-96e2-e7fdc20221a8,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was uncomfortable and the temperature was unbearable.,1,negative,The venue was uncomfortable and the temperature was unbearable.,Gemini-1.5-Flash,negative
92ec0762-05c5-45ee-a05c-5bd5ba4871f7,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a waste of time and money.  I'm so angry.,1,negative,This event was a waste of time and money.  I'm so angry.,Gemini-1.5-Flash,negative
44b5a265-f886-48f8-ad8d-492be7785145,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,"The movie was so bad, I walked out halfway through.",1,negative,"The movie was so bad, I walked out halfway through.",Gemini-1.5-Flash,negative
fe5e4eba-0f0c-4caf-8d5e-8a546b5bc1f3,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was poorly lit and difficult to navigate.,1,negative,The venue was poorly lit and difficult to navigate.,Gemini-1.5-Flash,negative
db964623-db5c-4258-9077-b3bb42294f27,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a complete failure.  I'm so frustrated.,1,negative,This event was a complete failure.  I'm so frustrated.,Gemini-1.5-Flash,negative
d22a4b0a-524a-4d03-833b-d5a8a234317d,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was unoriginal and lacked any creativity.,1,negative,The movie was unoriginal and lacked any creativity.,Gemini-1.5-Flash,negative
7ce31224-13d3-4b7b-8273-1c18747583af,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was dirty and lacked basic hygiene standards.,1,negative,The venue was dirty and lacked basic hygiene standards.,Gemini-1.5-Flash,negative
aa873c26-09df-4bf4-8429-ce214b686b85,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a total disappointment.  I'm so upset.,1,negative,This event was a total disappointment.  I'm so upset.,Gemini-1.5-Flash,negative
2763d17d-430b-4705-94fa-2cc94127a1be,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was a complete waste of time.  Don't bother watching it.,1,negative,The movie was a complete waste of time.  Don't bother watching it.,Gemini-1.5-Flash,negative
5d6aba26-394f-4a54-94cb-bc7a62783b7f,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was expensive and didn't offer anything special.,1,negative,The venue was expensive and didn't offer anything special.,Gemini-1.5-Flash,negative
cb6f130e-3ce2-44fc-9045-969b3183b66e,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was poorly organized and chaotic.  It was a mess.,1,negative,This event was poorly organized and chaotic.  It was a mess.,Gemini-1.5-Flash,negative
0e5a3661-a649-4121-a610-e2ed5813d72e,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was boring and had no redeeming qualities.,1,negative,The movie was boring and had no redeeming qualities.,Gemini-1.5-Flash,negative
ffd511c2-e3ce-46a1-8655-55f6b0d465be,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was inaccessible to those with disabilities.,1,negative,The venue was inaccessible to those with disabilities.,Gemini-1.5-Flash,negative
072210c1-edc4-4847-b203-dc6128d74a9c,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a complete rip-off.  I'm demanding a refund.,1,negative,This event was a complete rip-off.  I'm demanding a refund.,Gemini-1.5-Flash,negative
5e327fd0-f98a-4ac0-834b-aa3d553b7c59,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was slow-paced and lacked any excitement.,1,negative,The movie was slow-paced and lacked any excitement.,Gemini-1.5-Flash,negative
55fb3417-d2bb-4734-8636-ed874630a1a5,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was uncomfortable and lacked proper ventilation.,1,negative,The venue was uncomfortable and lacked proper ventilation.,Gemini-1.5-Flash,negative
08f5ef0d-a1d8-48c5-98fa-85052e7c98e5,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a total disaster.  I'm so disappointed.,1,negative,This event was a total disaster.  I'm so disappointed.,Gemini-1.5-Flash,negative
5788c94d-cef5-4b64-a8f4-f41b484bce0b,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was confusing and poorly edited.,1,negative,The movie was confusing and poorly edited.,Gemini-1.5-Flash,negative
eb163eb4-d800-4c5d-ace9-00ca9590426c,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,"The venue was noisy and disruptive, ruining the event.",1,negative,"The venue was noisy and disruptive, ruining the event.",Gemini-1.5-Flash,negative
eb1bfac5-253d-44af-aca6-00e1f83a709a,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a complete waste of my time and money.,1,negative,This event was a complete waste of my time and money.,Gemini-1.5-Flash,negative
b0c7282d-820c-4870-afe1-5d5d9ec83927,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was predictable and lacked any suspense.,1,negative,The movie was predictable and lacked any suspense.,Gemini-1.5-Flash,negative
da1c00b5-a13c-4908-a19c-73b621e3b1d9,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was poorly maintained and in need of renovation.,1,negative,The venue was poorly maintained and in need of renovation.,Gemini-1.5-Flash,negative
04d38ec1-0a4e-4242-9ce0-63ca90250ecc,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a total letdown.  I'm so angry.,1,negative,This event was a total letdown.  I'm so angry.,Gemini-1.5-Flash,negative
cae39188-d8b5-4ba1-b22d-d24bae4bb7aa,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was boring and had terrible special effects.,1,negative,The movie was boring and had terrible special effects.,Gemini-1.5-Flash,negative
be45b19d-6e2b-449f-88e8-af6b32566eb3,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was difficult to find and poorly advertised.,1,negative,The venue was difficult to find and poorly advertised.,Gemini-1.5-Flash,negative
225bd0b3-a30e-4a3d-ab29-04103cf4e9a5,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a complete failure.  I regret going.,1,negative,This event was a complete failure.  I regret going.,Gemini-1.5-Flash,negative
dcb6fa51-963f-460d-9e26-e37051e950d3,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was uninspired and lacked any originality.,1,negative,The movie was uninspired and lacked any originality.,Gemini-1.5-Flash,negative
ba9c9b3d-afd9-44eb-bc85-bd50bc96111a,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was uncomfortable and lacked basic amenities.,1,negative,The venue was uncomfortable and lacked basic amenities.,Gemini-1.5-Flash,negative
fd2b9854-928b-4484-a70a-733e73d5d84a,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a complete disappointment.  I'm so frustrated.,1,negative,This event was a complete disappointment.  I'm so frustrated.,Gemini-1.5-Flash,negative
d51ae7aa-9ac3-4926-9ffc-3974b20ce03e,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was a complete waste of my time and money.,1,negative,The movie was a complete waste of my time and money.,Gemini-1.5-Flash,negative
9dd880c0-a8c4-4abc-9bec-ec90400308a9,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was overpriced and understaffed.  It was a disaster.,1,negative,The venue was overpriced and understaffed.  It was a disaster.,Gemini-1.5-Flash,negative
1a3998e4-218e-45fb-8f54-bc6ac46bd31d,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was poorly organized and lacked any entertainment value.,1,negative,This event was poorly organized and lacked any entertainment value.,Gemini-1.5-Flash,negative
5ab937bb-e5fd-4b77-b48d-b3a33292cc2c,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was boring and had terrible acting.,1,negative,The movie was boring and had terrible acting.,Gemini-1.5-Flash,negative
a7239ebc-0336-4856-b106-3a32496a5d33,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was dirty and smelled bad.,1,negative,The venue was dirty and smelled bad.,Gemini-1.5-Flash,negative
f5b2d376-b024-4358-a96a-2c29c63b2fa1,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a complete letdown.  I'm so upset.,1,negative,This event was a complete letdown.  I'm so upset.,Gemini-1.5-Flash,negative
e6986dea-c90f-41dc-ae12-689a6c12c54d,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was confusing and difficult to follow.,1,negative,The movie was confusing and difficult to follow.,Gemini-1.5-Flash,negative
e59a0bab-19c8-44b9-9200-8ee33d56f7ee,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was inaccessible and difficult to navigate.,1,negative,The venue was inaccessible and difficult to navigate.,Gemini-1.5-Flash,negative
85397d8e-5c09-4283-b7e2-8cbba67e8860,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a total waste of my time.,1,negative,This event was a total waste of my time.,Gemini-1.5-Flash,negative
e8eab16e-0988-48f9-97e4-85988dff2742,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was unoriginal and predictable.,1,negative,The movie was unoriginal and predictable.,Gemini-1.5-Flash,negative
bf99313e-c2d6-4575-9fbb-4aceca44498b,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was uncomfortable and lacked proper seating.,1,negative,The venue was uncomfortable and lacked proper seating.,Gemini-1.5-Flash,negative
a1dde672-64e5-45d3-b95a-4cd34cd146fa,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a complete disappointment.  I'm so angry.,1,negative,This event was a complete disappointment.  I'm so angry.,Gemini-1.5-Flash,negative
2ff1bec9-0b9d-43f2-b48c-8ea89775dc19,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was boring and had a terrible plot.,1,negative,The movie was boring and had a terrible plot.,Gemini-1.5-Flash,negative
6b097f85-5311-47d6-b2bd-d68c49726d48,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was poorly maintained and in disrepair.,1,negative,The venue was poorly maintained and in disrepair.,Gemini-1.5-Flash,negative
7ca7b8f0-3dc8-49f8-9fd2-1541eac659c6,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a complete failure.  I'm so frustrated.,1,negative,This event was a complete failure.  I'm so frustrated.,Gemini-1.5-Flash,negative
6b425a2e-76e5-4cb2-8194-7dc47e2cb079,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was a waste of time and money.,1,negative,The movie was a waste of time and money.,Gemini-1.5-Flash,negative
60a55317-ed5b-42de-8bf5-665d470b901f,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The venue was overcrowded and uncomfortable.,1,negative,The venue was overcrowded and uncomfortable.,Gemini-1.5-Flash,negative
efe8373a-1ca9-4cf7-a472-7ae35f7ee217,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This event was a total letdown. I'm so disappointed.,1,negative,This event was a total letdown. I'm so disappointed.,Gemini-1.5-Flash,negative
c46a89ce-9551-47dc-b213-ad30c6146823,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,This product is garbage. It broke after only a week.  I'm so disappointed.,1,negative,This product is garbage. It broke after only a week.  I'm so disappointed.,Gemini-1.5-Flash,negative
34682035-1e21-4cf3-904d-56b776683fba,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,The movie was a complete waste of time.  The plot was nonsensical and the acting was awful.,1,negative,The movie was a complete waste of time.  The plot was nonsensical and the acting was awful.,Gemini-1.5-Flash,negative
704dea8b-cbb1-483c-a84a-9c1464954203,Gemini-1.5-Flash,2025-10-30T07:49:56.393743+00:00,"What a terrible event!  Poorly organized, overpriced, and the performers were terrible.",1,negative,"What a terrible event!  Poorly organized, overpriced, and the performers were terrible.",Gemini-1.5-Flash,negative
